osm_id,osm_type,lat,lon,name,amenity,operator,emergency,beds,phone,website,addr_city
1746179269,node,44.0587704,6.1475717,Centre des Carmes,hospital,,no,,+33 4 92 30 34 00,http://www.centre-des-carmes-aiglun.fr,Aiglun
1763282456,node,48.7904711,2.2617123,Clinique du Plateau,hospital,,no,,+33141281088,,
1768395070,node,48.0180618,0.1775265,Clinique Victor Hugo,hospital,,no,,+33243479494,https://www.elsan.care/fr/clinique-victor-hugo,
1768419851,node,48.9039701,2.3463936,CMS et PMI Bauer,hospital,,no,,,,
1785718225,node,48.6777265,-1.3491101,Hôpital privé de la Baie,hospital,Vivalto,,,,,
1787035863,node,45.9392761,6.714928,Sancellemoz,hospital,,,,,,
1795689466,node,43.6102425,3.8649204,Centre aide à la santé mentale,clinic,,,,,,
1799107414,node,47.3595793,0.6665068,Clos Saint-Victor,hospital,,,,+33 2 47 48 70 70,,
1808656315,node,4.9214048,-52.3164474,La Maison de la Kinesitherapie,clinic,,,,+594 694 42 75 91,,
1809305674,node,4.9226368,-52.3127401,Centre Médico Psychologique pour Adultes,hospital,,,,+594 594 25 52 90,,
1818810541,node,4.9380692,-52.3282507,Centre de Santé,clinic,,,,,,
1830115877,node,44.3595647,5.1370531,Hôpital de Nyons,hospital,,,,,,
1870053612,node,47.2821634,4.2296359,Hôpital Local de Saulieu,hospital,,,,,,
1872834212,node,49.1491358,0.906383,Hôpital local du Neubourg,hospital,,no,,+33 2 32 35 68 00,,
1923788796,node,49.2837195,0.1829924,Centre Hospitalier de Pont-l'Évêque,hospital,,,,,,
1945941131,node,48.8999756,2.2388567,La Cité des Fleurs,hospital,Les Diaconnesses de Reuilly,no,,+33 1 56 37 57 00,https://citedesfleurs.fondationdiaconesses.org/,
1977352770,node,47.4340493,-2.1198204,Centre de soins de Bodio,hospital,,no,,+33 2 40 17 51 00,,
1985482383,node,43.8704439,-0.4845261,JACQUET Sophie & DROUIN Julianne,clinic,,,,,,Saint-Pierre-du-Mont
1996209629,node,49.183363,-0.3681469,Aurore Mebarki,clinic,,,,+33 6 19 18 44 24,,
1996899023,node,46.9824929,1.6115239,,hospital,,,,+33 2 54 29 10 00,,
2000542267,node,48.1575839,-0.4092904,Hôpital d'Evron,hospital,,no,,,,Évron
2005930073,node,-21.2748082,55.5080258,Clinique Durieux,clinic,,yes,,,,Le Tampon
2016895027,node,45.4246597,4.0669193,Hopital de St Bonnet le Château,hospital,,,,,,
2022863169,node,48.8201025,2.2244585,Maison de Santé de Bellevue,hospital,,no,,+33 1 41 14 15 00,http://www.clinique-bellevue.com,
2023786648,node,47.9263567,6.6608787,Maison de Santé Pluridisciplinaire de la Charme,hospital,,yes,,+33 3 29 24 35 69,https://ruptsante.fr/,Rupt-sur-Moselle
2048767629,node,45.2047941,0.1411777,Centre hospitalier Chenard,hospital,,no,,+33 5 53 92 43 00,,
2059789255,node,44.3754477,4.6467817,Hôpital Intercommunal Bourg-Saint-Andéol-Viviers,hospital,,no,,+33 4 75 54 50 61,https://www.hi-bsav.fr/,
2060740021,node,50.447908,3.4250523,Clinique psychiatrique,hospital,,no,,,,
2064967443,node,49.8718944,2.2941754,Clinique Victor Pauchet,hospital,,no,,,,
2089723521,node,48.8781498,2.2912675,Hôpital Marmottan,hospital,,,,,,
2096759016,node,43.8296744,5.7960284,Centre d'imagerie du Forum,clinic,,,,,,
2107160457,node,50.5330162,2.8077283,Centre Hospitalier La Bassée,hospital,,,,,,
2111131523,node,48.6852504,6.1863651,Centre Médical Calliopé,clinic,,,,,,
2112365042,node,48.9602031,2.5385925,Clinique de l'Alliance,hospital,,no,,,,
2125263178,node,46.7255208,2.4972033,Clinique des Grainetières,clinic,,,,+33 826 39 99 07,http://www.vitalia-grainetieres.com/,Saint-Amand-Montrond
2133534686,node,49.6248339,-1.6277457,Centre Hippocrate,clinic,,no,,,,Cherbourg-en-Cotentin
2133755431,node,44.1549807,4.6105406,Clinique Ambulatoire de la Cèze,hospital,,,,+33 4 66906060,,
2135375018,node,5.1572265,-52.6418136,L'ENVOL,hospital,,,,,,
2139942261,node,47.3452437,3.6709698,Le Réconfort,clinic,,,,,,
2140326771,node,48.9501479,7.6420859,Centre de Réadaptation Fonctionnelle,hospital,,no,,,,
2149007138,node,44.5429849,4.2912801,Hôpital Local Intercommunal de Rocher Largentière,hospital,,no,,,,
2155877235,node,5.1634493,-52.6510469,Centre Prévention Santé,clinic,Croix-Rouge française,,,+594 594 32 05 56,,Kourou
2156077596,node,45.5264843,4.6193494,Hôpital du Gier,hospital,,no,,,,
2179680612,node,45.032937,0.1846844,C.H.S de Vauclaire,hospital,,,,,,
2181674851,node,45.7544751,4.8419751,Comité Départemental d'Hygiène Sociale,clinic,,,,+33472731276,https://www.cdhs.fr/,
2255903945,node,48.8413244,2.2776225,Convention - Balard,clinic,,,,+33 1 43 92 00 00,,
2257619704,node,45.7267285,3.1880284,Cabinet infirmier du Forum,clinic,CHAIB NORDINE,,,,,
2288919016,node,47.2913209,3.8149279,Hôpital Les Cygnes,hospital,,,,+33 3 86 22 30 00,,
2297317811,node,49.478112,2.9912825,Centre de réadaptation cardiaque Léopold Bellan,hospital,Fondation Léopold Bellan,,,+33 3 44 75 50 00,,
2312544392,node,47.2528183,-2.2663829,Polyclinique de l'Europe,hospital,,no,,,,
2323970203,node,43.4759125,0.9106674,Centre hospitalier intercommunal Lombez - Samatan,hospital,,,,,,
2324908519,node,-16.4477013,-152.2484277,Infirmerie de Maupiti,clinic,,,,,,
2351503076,node,46.0982414,2.690576,Centre de Rééducation Fonctionnelle,hospital,,,,,,
2356069902,node,45.8251194,4.7724547,,clinic,,,,,,
2372530196,node,49.3420481,1.0243025,Clinique des Essarts,clinic,,,,+33232114900,,
2377970263,node,45.9051332,3.0436852,Centre hospitalier Étienne Clementel,hospital,,,,+33473337555,https://www.ch-clementel.fr/,
2391501025,node,48.971721,1.9478536,Clinique de Bazincourt,hospital,,no,,,,
2426538046,node,47.2435903,-1.3583349,Hôpital du Loroux-Bottereau,hospital,,,,,,Le Loroux-Bottereau
2495910498,node,48.8320984,2.3546387,Centre d'Imagerie Médicale Italie,clinic,,,,,,Paris
2506232459,node,48.8115267,2.3157396,Centre médical Lafontaine,clinic,,,,+33 1 46 55 07 65,http://www.centrelafontaine.fr/index.php,
2548364739,node,44.9352649,4.8829392,IRM Nessen,clinic,,,,+33 4 75 43 75 43,http://radiologie-drome-ardeche.fr/home/limagerie-medicale/nos-sites-dimagerie-medicale/irm-nessen-guilherand/,
2579615489,node,-20.9523871,55.6531971,A.S.D.R. (DIALYSE AMBU ST ANDRE),clinic,,,,,,saint-André
2583486874,node,-20.9360823,55.2960648,Centre de dialyse Jeanne d'Arc,clinic,,,,,,Le Port
2585816584,node,50.0986058,1.8608015,Clinique Sainte-Isabelle,hospital,,,,,,
2614812280,node,47.3062449,5.1082535,Unité de Soins Palliatifs La Mirandière,hospital,,,,,,
2640857786,node,48.6648299,2.4218455,Hôpital des Cheminots,hospital,,,,,,
2641834805,node,43.9050465,-0.4696952,,clinic,,,,,,
2655889759,node,48.8712921,2.325077,Clinique Implantologie Paris Madeleine,clinic,,,,,,
2657452218,node,47.9644226,3.5109407,Croix-Rouge française USSR Migennes,hospital,,no,,,,Migennes
2661582583,node,48.8784707,3.5462559,Hôpital local de Montmirail,hospital,,no,,+33 3 26 81 20 36,,
2713555775,node,44.7763852,1.0097128,Hôpital,hospital,,,,,,
2717024286,node,45.525375,4.8764071,Cabinet Infirmier,clinic,,,,,,Vienne
2756749152,node,46.5152343,-1.7494534,Clinique Chirurgicale Porte Océane,hospital,,,,+33 2 51 21 15 15,http://www.clinique-porte-oceane.fr,
2779197607,node,-21.0579111,55.710153,Groupe hospitalier Est Reunion,hospital,,yes,,+262 262 98 80 00,https://www.gher-reunion.fr/,Saint-Benoit
2781045630,node,48.885746,2.297974,,clinic,,,,,,
2781164083,node,48.887501,2.295685,Centre paramédical Paul Adam,clinic,,,,,,
2882948584,node,43.7323154,3.3049798,Clinique du Souffle la Vallonie,hospital,Inicea,,,,https://www.inicea.fr/smr/clinique-du-souffle-la-vallonie-herault-34700,
2887556973,node,48.8760901,2.3855589,Unité de dialyse des Buttes-Chaumont,clinic,,,,+33 1 45 26 53 55,,
2888248860,node,46.4529521,4.121359,Céline Coupard,clinic,,,,+33 3 58 42 68 89,,Paray-le-Monial
2904018780,node,42.9875873,2.0114477,Clinique Christina,clinic,,,,,,
2913420188,node,48.8784351,2.3757629,Institut Français de Myopie,clinic,,,,+33148036565,https://www.fo-rothschild.fr/patient/lhopital/nos-etablissements/institut-francais-de-myopie,Paris
2916349111,node,47.3872311,-1.0320657,Centre Médico-Social,clinic,,,,,,
2919533537,node,48.8844081,2.3789869,Centre Paramedical Cavendish,clinic,,,,,,
2922000466,node,45.7739195,4.972832,Hôpital de jour de Décines,hospital,,,,+33 4 37 42 12 18,,Décines-Charpieu
2922004598,node,45.7738107,4.9729016,CMP de Décines,hospital,,no,,+33 4 37 42 00 14,,Décines-Charpieu
2922556549,node,48.8832179,2.3866173,Centre Médical et Paramédical,clinic,,,,,,
2924827263,node,48.8856585,2.3878153,Clinique Canal de L'ourcq,hospital,Inicea,,,+33 1 55 56 53 00,https://www.inicea.fr/smr/clinique-canal-de-l-ourcq-paris-75019,
2935920001,node,48.8857324,2.2974525,Espace santé européen,clinic,,,,,,
2939184463,node,47.6053742,1.4699562,Clinique médicale du Centre,clinic,,,,,,
2968182068,node,16.0529145,-61.5667233,Centre Médico-psycologique Enfants & Adoléscents,clinic,,,,,,
2972421465,node,15.9786461,-61.6598589,Clinique La Violette,hospital,,,,,,
3004837728,node,5.1579208,-52.6432544,Centre de Protection Maternelle et Infantile de Kourou,clinic,Collectivité Territoriale de Guyane,no,,+594 594 32 18 81,,Kourou
3010554844,node,43.6066226,7.1125851,Centre Monsignery,hospital,,,,,,
3042124179,node,48.7950656,2.2781863,"Clinique ""Les Pervenches""",clinic,,,,,,Fontenay-aux-Roses
3043679327,node,45.1868602,5.70595,Ampère Soins,clinic,,,,+33 7 86 98 87 03,,
3046140720,node,48.0854866,-2.9133093,Polyclinique de Kério,clinic,,no,,,http://www.polyclinique-pontivy.com,
3054369367,node,48.874063,2.3798331,Groupe médical Rampal,clinic,,,,,,
3105749276,node,48.8747235,2.4028142,Hôpital de Jour pour Enfants,hospital,L'Élan retrouvé,,,,http://www.elan-retrouve.fr/hopital-jour-enfants-haxo.php,
3121874388,node,44.4515024,2.4744077,Hôpital local Résidence du Vallon,hospital,,no,,,,
3141279823,node,48.2048406,6.7225421,Groupe médical Villemin,clinic,,,,,,Bruyères
3168734713,node,48.8748082,2.4028457,Centre de Santé Polyvalent,clinic,,,,,,
3179347400,node,14.8689113,-61.1206155,Hôpital de Basse-Pointe,hospital,,,,,,
3189803775,node,48.8308649,2.2455686,Centre de Santé Polyvalent,clinic,Croix-Rouge française,,,+33 1 46 21 04 54,http://www.centre-de-sante.croix-rouge.fr/index.php/liste-des-centres/boulogne-billancourt,
3194400828,node,43.5806355,7.1197415,Centre de Santé Dugommier,clinic,,,,,,
3198131821,node,46.6742734,5.5426178,IM2P,clinic,,,,,,
3202864980,node,44.6061096,2.0370607,Clinique Font Redonde,hospital,,,,+33 5 65 50 75 75,http://www.clinique-font-redonde.com/,
3225167474,node,46.761218,4.8396652,Clinique de Bourgogne,clinic,,,,,,
3231694316,node,48.8852964,2.3750552,Hôpital de jour Georges Vacola,hospital,,,,,http://www.vacola.asso-gd.fr/,
3253864247,node,47.7193193,-3.3180593,Centre hospitalier Port-Louis et Riantec,hospital,,no,,,,
3260218129,node,4.9334961,-52.3271295,Groupe Médical Schoelcher,clinic,,,,,,Cayenne
3269742332,node,48.8762911,2.3752447,Institut Noémie de Rothschild,clinic,,,,,,
3274654556,node,44.0871851,4.8861589,Infirmère D.E & Prothésiste capillaire,clinic,"Mme Béatrice VIROT, Mme P LOZACH, Anne CLOQUET et Nathalie COCHET",,,,,
3296443978,node,48.7769687,2.2561229,Laboratoire du Plessis,clinic,Bio Ethernalys,,,+33 140831727,https://bioethernalys.com,
3297496751,node,-20.933228,55.3098271,SISTBI,clinic,,,,,,
3353608893,node,48.1200404,-1.6661106,Cabinet de soins Duchesse Anne,clinic,,,,,,
3354784650,node,44.2665299,1.9957018,Médecin,hospital,,,,,,Monteils
3380353078,node,43.3423653,3.2550273,Centre de Néphrologie du Biterrois,clinic,,,,,,
3380353079,node,43.3428866,3.2552011,Centre de Pédopsychiatrie Anne Frank,clinic,,,,,,
3455456921,node,47.2547128,5.9855017,Stéphane Saint-Hillier,clinic,,,,+33 3 81 58 43 69,http://www.medecine-esthetique-besancon.com,
3478880440,node,48.0634915,-2.6977087,Kervihan,clinic,,,,,,
3489528978,node,48.0470685,-2.6903037,Penn-Ker,clinic,,,,,https://www.kerjoie.fr/,
3501719723,node,48.8726355,2.3503654,Hôpital Maison Blanche,hospital,GHU PARIS PSYCHIATRIE ET NEUROSCIENCES,,,+33 1 40 22 12 69,https://www.ghu-paris.fr/fr/annuaire-des-structures-medicales?address=&sector=All&categories=All&type_audience=All&type_support=All&keys=hauteville,
3517741842,node,43.9124723,5.2002779,Hôpital de Gordes,hospital,,,,,,
3538969978,node,42.851532,1.6080117,Hôpital Jules Rousse,hospital,,,,,,
3612927622,node,-21.3008633,55.4271954,Clinique les Flamboyants Sud,clinic,,,,,http://clinique-flamboyants-sud.com/,Saint-Pierre
3624753425,node,48.8402311,2.4086013,Centre Santé Dorée,clinic,,,,+33 1 44 75 60 60,https://centre-sante-doree.fr/,
3635308550,node,50.5487314,3.0183868,USLD Au Fil de l'Eau,hospital,,,,,,
3644346496,node,47.8753229,3.5416364,Clinique de Régennes,hospital,Inicea,,,,https://www.inicea.fr/sante-mentale/clinique-de-regennes-appoigny-89380,
3710200742,node,48.4232816,-4.5594685,Centre de Soins et de Réadaptation,hospital,,,,,,Guilers
3757968407,node,47.7357265,-3.3984031,Clinique du Ter,hospital,Elsan,,,+33 2 97 37 04 22,http://www.ter.groupe-elsan.com/,
3777462365,node,48.103517,-0.7604177,Clinique Notre-Dame de Pritz,clinic,,,,+33 2 43 53 67 30,https://clinique-notre-dame-de-pritz.ramsaygds.fr/,Changé
3877790577,node,44.8937597,6.6354912,Cabinet de la Soie Kinésithérapie,clinic,,,,+33 4 92 49 93 88,,
3908612355,node,43.4564227,3.4233371,Polyclinique Pasteur,hospital,Cap Santé,yes,,+33 4 67 90 41 41,https://www.polyclinique-pasteur.fr/accueil-pasteur.html,Pézenas
3941239279,node,45.2134813,4.3464336,Centre de soins,clinic,,,,,,
3978165263,node,48.8671266,2.417718,Centre Municipal de Santé Elsa Rustin,clinic,,,,,,
3991686743,node,44.9372759,3.9949689,L'Hort des Melleyrines,hospital,,,,+33 4 71 03 80 51,http://hdm43.fr,
3993822767,node,48.7531337,2.2879828,Imagerie Medicale du Bois de Verrières,clinic,,,,+33 1 42 37 08 88,https://imagerie-boisdeverrieres.fr,
4008355497,node,47.2612933,-0.9232554,La Ménantière,clinic,,,,,,
4011428190,node,43.7129675,5.3062773,Le Méditerranée,clinic,,,,,,
4070148934,node,48.8750657,2.320703,Centre médico-dentaire Pépinière,clinic,,,,,,
4123605137,node,44.5859946,-0.0361396,Maison de Santé Rurale,hospital,,,,+33 5 24 25 30 00,,
4123752591,node,43.0853581,6.1570109,Institut Helio Marin,hospital,,,,,,
4165251397,node,49.1312294,4.5283868,Maison de Santé,clinic,,,,,,
4176865125,node,48.8091489,2.1329953,Centre Soins Accompagnement Prévention Addictologie CEDAT,clinic,,,,+33 1 39 63 95 00,https://www.ch-versailles.fr/Addictologie/5/5/42,
4186127827,node,47.8050262,3.5697247,CHS de l'Yonne,hospital,,,,,,
4187282974,node,45.2820992,2.668478,Clinique du Haut Cantal,clinic,,,,,,
4296126980,node,43.6303284,3.8627305,Hôpital Gui de Chauliac,hospital,CHU de Montpellier,yes,,+33 4 67 33 67 33,https://www.chu-montpellier.fr/fr/a-propos-du-chu/decouvrir-le-chu/etablissements/gui-de-chauliac/,
4313147337,node,43.612046,1.0825252,Cabinet Infirmière,clinic,Carine Lévèque,,,+33 6 84 48 83 08,,L'Isle-Jourdain
4358959054,node,46.220216,4.5211423,Cabinet infirmiers,clinic,,,,,,
4360727354,node,43.6066598,0.048986,Centre Territorial de Santé de Plaisance,clinic,Gers Santé,,,+33 5 32 48 00 05,,Plaisance du Gers
4367705321,node,45.1863003,5.732159,Clinique Vision Laser des Alpes,clinic,,,,+33 4 38 03 03 03,http://www.cvla.fr,Grenoble
4369839471,node,44.0588545,6.1481023,Centre de Réadaptation,hospital,,,70,,,
4381296790,node,-21.2852078,55.4103022,CHU,hospital,,,,,,
4395594490,node,-22.6710538,167.4888607,,hospital,,,,,,
4416374303,node,48.8355335,2.3399561,Centre de Rééducation Fonctionnelle Port-Royal,clinic,,,,+33 1 58 52 25 40,,
4416618123,node,44.3882593,0.819025,Centre Hospitalier de Penne d'Agenais,hospital,,,,,https://www.hopital-de-penne.com/,Penne-d'Agenais
4424354275,node,4.9340115,-52.329662,Centre de Planification et d’Education Familiale,clinic,Collectivité Territoriale de Guyane,,,+594 594 28 81 60,,Cayenne
4438721522,node,46.5325518,6.0173846,Hôpital Léon Bérard,hospital,,,,+33 3 84 34 24 34,https://hopitaux-jura.fr/ch-morez/,Hauts de Bienne
4456627815,node,49.2593795,1.8832761,Centre de Rééducation Fonctionnelle Léopold Bellan,hospital,Fondation Léopold Bellan,no,,+33 8 26 30 55 55,https://www.reeducation-bellan-chaumont-vexin.fr/,
4532926382,node,48.9008252,2.3054045,Centre de Santé Jean Jaurès,clinic,,,,+33 1 49 68 00 00,,
4540558784,node,48.9713063,2.2879553,Groupe Médical du Parc,clinic,,,,,,Saint-Gratien
4553609460,node,46.8147105,0.3284259,Maison médicale,clinic,Commune de Lencloître,,,,,Lencloître
